query_id,query,ground_truth_uid,top1_uid,top1_score,top1_correct,topk_match,decision,latency_ms,num_candidates
26,al-fitouri ahmad oumar imhamad,SDN_24314_alt_45367,SDN_24314_alt_45367,1.0,True,True,is_match,20.380258560180664,3
27,"AL-FITOURI, AHMAD OUMAR IMHAMAD",SDN_24314_alt_45367,SDN_24314_alt_45367,1.0,True,True,is_match,20.682096481323242,3
28,"AL-FITOURI, Ahmad umar Imhamad",SDN_24314_alt_45367,SDN_24314_alt_45367,0.9795441627502441,True,True,is_match,20.366191864013672,3
29,TEST ENTITY 460,,SDN_11222,0.5079460144042969,,,no_match,22.997140884399414,3
30,"SHAKUTA, Dmitry Shok",SDN_32271_alt_51391,SDN_32271_alt_51391,1.0,True,True,is_match,23.80514144897461,3
31,shakuta dmitry shok,SDN_32271_alt_51391,SDN_32271_alt_51391,1.0,True,True,is_match,24.861812591552734,3
32,"SHAKUTA, DMITRY SHOK",SDN_32271_alt_51391,SDN_32271_alt_51391,1.0,True,True,is_match,26.000022888183594,3
33,"SHAKUTA, Dmitry Skok",SDN_32271_alt_51391,SDN_32271_alt_51391,0.9473684430122375,True,True,is_match,23.916006088256836,3
34,NONMATCH NAME 661,,SDN_7132,0.47238093614578247,,,no_match,22.24898338317871,3
35,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VTB PENSIONNY ADMINISTRATOR,SDN_18730_alt_29366,SDN_18730_alt_29366,1.0,True,True,is_match,33.318281173706055,3
36,obshchestvo s ogranichennoi otvetstvennostyu vtb pensionny administrator,SDN_18730_alt_29366,SDN_18730_alt_29366,1.0,True,True,is_match,33.36477279663086,3
37,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VTB PENSIONNY ADMINISTRATOR,SDN_18730_alt_29366,SDN_18730_alt_29366,1.0,True,True,is_match,34.970998764038086,3
38,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VTB PENSIONNY ADMINISTRATO,SDN_18730_alt_29366,SDN_18730_alt_29366,0.9944055676460266,True,True,is_match,35.4008674621582,3
39,NONMATCH ENTITY 168,,SDN_6710,0.45503687858581543,,,no_match,24.93906021118164,3
40,LIMITED LIABILITY COMPANY INZHENERNO TEKHNOLOGICHESKI TSENTR ATM,SDN_48027,SDN_48027,1.0,True,True,is_match,48.426151275634766,3
41,limited liability company inzhenerno tekhnologicheski tsentr atm,SDN_48027,SDN_48027,1.0,True,True,is_match,47.52206802368164,3
42,LIMITED LIABILITY COMPANY INZHENERNO TEKHNOLOGICHESKI TSENTR ATM,SDN_48027,SDN_48027,1.0,True,True,is_match,47.26719856262207,3
43,LIMITED LIABILrTY COMPANY INZHENERNO TEKHNOLOGICHESKI TSENTR ATM,SDN_48027,SDN_48027,0.984375,True,True,is_match,28.034210205078125,3
44,NONMATCH PERSON 609,,SDN_13361,0.49835196137428284,,,no_match,22.849082946777344,3
45,"VAHAP, Zebih Ullah",SDN_46479_alt_71742,SDN_46479_alt_71742,1.0,True,True,is_match,23.07605743408203,3
46,vahap zebih ullah,SDN_46479_alt_71742,SDN_46479_alt_71742,1.0,True,True,is_match,22.92490005493164,3
47,"VAHAP, ZEBIH ULLAH",SDN_46479_alt_71742,SDN_46479_alt_71742,1.0,True,True,is_match,22.591114044189453,3
48,"VAHAP, ebih Ullah",SDN_46479_alt_71742,SDN_46479_alt_71742,0.8571969866752625,True,True,review,21.996021270751953,3
49,EVAL NAME 349,,SDN_12469,0.47041741013526917,,,no_match,22.369861602783203,3
50,PRIME SECURITY AND DEVELOPMENT JSC,SDN_40573_alt_63064,SDN_40573_alt_63064,1.0,True,True,is_match,23.797035217285156,3
51,prime security and development jsc,SDN_40573_alt_63064,SDN_40573_alt_63064,1.0,True,True,is_match,23.566007614135742,3
52,PRIME SECURITY AND DEVELOPMENT JSC,SDN_40573_alt_63064,SDN_40573_alt_63064,1.0,True,True,is_match,24.012088775634766,3
53,PRIME SECURITYAND DEVELOPMENT JSC,SDN_40573_alt_63064,SDN_40573_alt_63064,0.9103573560714722,True,True,is_match,24.188995361328125,3
54,TEST ENTITY 374,,SDN_11222,0.5079460144042969,,,no_match,23.7729549407959,3
55,"GAZPROM TRANSGAZ KAZAN, OOO",Consolidated_19633,Consolidated_19633,1.0,True,True,is_match,31.4791202545166,3
56,gazprom transgaz kazan ooo,Consolidated_19633,Consolidated_19633,1.0,True,True,is_match,30.278682708740234,3
57,"GAZPROM TRANSGAZ KAZAN, OOO",Consolidated_19633,Consolidated_19633,1.0,True,True,is_match,30.595064163208008,3
58,"GAZPROM TRAeSGAZ KAZAN, OOO",Consolidated_19633,Consolidated_19633,0.961538553237915,True,True,is_match,30.48992156982422,3
59,EVAL ENTITY 731,,SDN_13025,0.5435293912887573,,,no_match,22.537946701049805,3
60,"MANGOK, Marial Chanuong Yol",SDN_16651,SDN_16651,1.0,True,True,is_match,22.85599708557129,3
61,mangok marial chanuong yol,SDN_16651,SDN_16651,1.0,True,True,is_match,23.038387298583984,3
62,"MANGOK, MARIAL CHANUONG YOL",SDN_16651,SDN_16651,1.0,True,True,is_match,23.370981216430664,3
63,"MANGOK, Marial Canuong Yol",SDN_16651,SDN_16651,0.9763136506080627,True,True,is_match,23.59294891357422,3
64,SAMPLE PERSON 240,,SDN_16136,0.48275864124298096,,,no_match,22.663116455078125,3
65,TAIF MINING SERVICES LLC,SDN_28860,SDN_28860,1.0,True,True,is_match,23.42700958251953,3
66,taif mining services llc,SDN_28860,SDN_28860,1.0,True,True,is_match,23.022890090942383,3
67,TAIF MINING SERVICES LLC,SDN_28860,SDN_28860,1.0,True,True,is_match,23.567914962768555,3
68,TAIF MINING SERICES LLC,SDN_28860,SDN_28860,0.97428297996521,True,True,is_match,23.473024368286133,3
69,EVAL NAME 192,,SDN_12469,0.47041741013526917,,,no_match,22.507905960083008,3
70,VOLZHSKI ABRAZIVNY ZAVOD PAO,SDN_52008_alt_81414,SDN_52008_alt_81414,1.0,True,True,is_match,23.273944854736328,3
71,volzhski abrazivny zavod pao,SDN_52008_alt_81414,SDN_52008_alt_81414,1.0,True,True,is_match,22.52507209777832,3
72,VOLZHSKI ABRAZIVNY ZAVOD PAO,SDN_52008_alt_81414,SDN_52008_alt_81414,1.0,True,True,is_match,23.077964782714844,3
73,VOLZHSKI ABRAZIVNY ZAVOc PAO,SDN_52008_alt_81414,SDN_52008_alt_81414,0.964285671710968,True,True,is_match,23.219823837280273,3
74,TEST ENTITY 968,,SDN_11222,0.5079460144042969,,,no_match,22.127151489257812,3
75,"ABDEL WADOUD, Abou Moussaab",SDN_10612_alt_10560,SDN_10612_alt_10560,1.0,True,True,is_match,23.05293083190918,3
76,abdel wadoud abou moussaab,SDN_10612_alt_10560,SDN_10612_alt_10560,1.0,True,True,is_match,23.389816284179688,3
77,"ABDEL WADOUD, ABOU MOUSSAAB",SDN_10612_alt_10560,SDN_10612_alt_10560,1.0,True,True,is_match,22.881031036376953,3
78,"ABDEL WADOUD, Abou Mussaab",SDN_10612_alt_10560,SDN_10612_alt_10560,0.9763136506080627,True,True,is_match,23.215055465698242,3
79,NONMATCH USER 143,,SDN_6865,0.4615384638309479,,,no_match,22.302865982055664,3
80,FREZERNYE STANKI,SDN_47406_alt_73308,SDN_47406_alt_73308,1.0,True,True,is_match,20.733118057250977,3
81,frezernye stanki,SDN_47406_alt_73308,SDN_47406_alt_73308,1.0,True,True,is_match,20.86019515991211,3
82,FREZERNYE STANKI,SDN_47406_alt_73308,SDN_47406_alt_73308,1.0,True,True,is_match,20.681142807006836,3
83,FREZERNE STANKI,SDN_47406_alt_73308,SDN_47406_alt_73308,0.9608603119850159,True,True,is_match,20.72596549987793,3
84,EVAL NAME 694,,SDN_12469,0.47041741013526917,,,no_match,22.62401580810547,3
85,"AL-MAGHREBI, Abdul Rahman",SDN_30883_alt_48561,SDN_30883_alt_48561,1.0,True,True,is_match,24.24788475036621,3
86,al-maghrebi abdul rahman,SDN_30883_alt_48561,SDN_30883_alt_48561,1.0,True,True,is_match,24.19304847717285,3
87,"AL-MAGHREBI, ABDUL RAHMAN",SDN_30883_alt_48561,SDN_30883_alt_48561,1.0,True,True,is_match,24.00803565979004,3
88,"AL-MAGHREBI, Abdul Rahmn",SDN_30883_alt_48561,SDN_30883_alt_48561,0.9785342216491699,True,True,is_match,23.880958557128906,3
89,TEST ENTITY 329,,SDN_11222,0.5079460144042969,,,no_match,22.41802215576172,3
90,NAWI ANSARI LTD,SDN_12581_alt_13506,SDN_12581_alt_13506,1.0,True,True,is_match,22.813796997070312,3
91,nawi ansari ltd,SDN_12581_alt_13506,SDN_12581_alt_13506,1.0,True,True,is_match,23.01788330078125,3
92,NAWI ANSARI LTD,SDN_12581_alt_13506,SDN_12581_alt_13506,1.0,True,True,is_match,23.087024688720703,3
93,jAWI ANSARI LTD,SDN_12581_alt_13506,SDN_12582,0.794157087802887,False,False,no_match,98.29497337341309,3
94,NONMATCH NAME 415,,SDN_15062,0.4755760133266449,,,no_match,22.737979888916016,3
95,JSC AKKUMULYATORNAYA KOMPANIYA RIGEL,SDN_40319_alt_62692,SDN_40319_alt_62692,1.0,True,True,is_match,48.2330322265625,3
96,jsc akkumulyatornaya kompaniya rigel,SDN_40319_alt_62692,SDN_40319_alt_62692,1.0,True,True,is_match,48.69723320007324,3
97,JSC AKKUMULYATORNAYA KOMPANIYA RIGEL,SDN_40319_alt_62692,SDN_40319_alt_62692,1.0,True,True,is_match,48.14004898071289,3
98,JSC AKKUMULYATORpAYA KOMPANIYA RIGEL,SDN_40319_alt_62692,SDN_40319_alt_62692,0.9722222089767456,True,True,is_match,47.506093978881836,3
99,EVAL NAME 606,,SDN_12469,0.47041741013526917,,,no_match,22.37081527709961,3
100,"ALVAREZ VAZQUEZ, Jose Gerardo",SDN_11240,SDN_11240,1.0,True,True,is_match,23.805856704711914,3
101,alvarez vazquez jose gerardo,SDN_11240,SDN_11240,1.0,True,True,is_match,23.79608154296875,3
102,"ALVAREZ VAZQUEZ, JOSE GERARDO",SDN_11240,SDN_11240,1.0,True,True,is_match,24.160146713256836,3
103,"ALVAREZ VAZQUEZ, Jose Gerrdo",SDN_11240,SDN_11240,0.9780471920967102,True,True,is_match,24.230241775512695,3
104,EVAL USER 689,,SDN_15076,0.4930908977985382,,,no_match,21.951913833618164,3
105,"KWAK, Chong-chol",SDN_22998,SDN_22998,1.0,True,True,is_match,23.04697036743164,3
106,kwak chong-chol,SDN_22998,SDN_22998,1.0,True,True,is_match,22.868871688842773,3
107,"KWAK, CHONG-CHOL",SDN_22998,SDN_22998,1.0,True,True,is_match,21.940231323242188,3
108,"KWAK, Cong-chol",SDN_22998,SDN_22998,0.958128035068512,True,True,is_match,23.019075393676758,3
109,SAMPLE PERSON 555,,SDN_16136,0.48275864124298096,,,no_match,22.640705108642578,3
110,JSC V. TIKHOMIROV SCIENTIFIC RESEARCH INSTITUTE OF INSTRUMENT DESIGN,SDN_17251,SDN_17251,1.0,True,True,is_match,33.43772888183594,3
111,jsc v tikhomirov scientific research institute of instrument design,SDN_17251,SDN_17251,1.0,True,True,is_match,32.05990791320801,3
112,JSC V. TIKHOMIROV SCIENTIFIC RESEARCH INSTITUTE OF INSTRUMENT DESIGN,SDN_17251,SDN_17251,1.0,True,True,is_match,31.960725784301758,3
113,JSC V. TIKHOMIROV SCIENTIFIC REScARCH INSTITUTE OF INSTRUMENT DESIGN,SDN_17251,SDN_17251,0.9850746393203735,True,True,is_match,31.812191009521484,3
114,TEST ENTITY 587,,SDN_11222,0.5079460144042969,,,no_match,22.196054458618164,3
115,VSEROSSIYSKY BANK RAZVITIYA REGIONOV,SDN_45810_alt_70783,SDN_45810_alt_70783,1.0,True,True,is_match,23.128032684326172,3
116,vserossiysky bank razvitiya regionov,SDN_45810_alt_70783,SDN_45810_alt_70783,1.0,True,True,is_match,23.28181266784668,3
117,VSEROSSIYSKY BANK RAZVITIYA REGIONOV,SDN_45810_alt_70783,SDN_45810_alt_70783,1.0,True,True,is_match,23.54598045349121,3
118,VSEROSSIYSKY BANK RAZVITIYA REGIONV,SDN_45810_alt_70783,SDN_45810_alt_70783,0.9858338236808777,True,True,is_match,22.65024185180664,3
119,NONMATCH PERSON 524,,SDN_13361,0.49835196137428284,,,no_match,22.318124771118164,3
120,"MC BITRIVER, LLC",SDN_36457_alt_57488,SDN_36457_alt_57488,1.0,True,True,is_match,21.478891372680664,3
121,mc bitriver llc,SDN_36457_alt_57488,SDN_36457_alt_57488,1.0,True,True,is_match,21.096229553222656,3
122,"MC BITRIVER, LLC",SDN_36457_alt_57488,SDN_36457_alt_57488,1.0,True,True,is_match,20.926237106323242,3
123,"MC BITRqVER, LLC",SDN_36457_alt_57488,SDN_36457_alt_57488,0.9333334565162659,True,True,is_match,46.02694511413574,3
124,NONMATCH ENTITY 172,,SDN_6710,0.45503687858581543,,,no_match,22.300004959106445,3
125,BELIZE SHIPPING LINE SERVICE LIMITED,SDN_25830,SDN_25830,1.0,True,True,is_match,23.512840270996094,3
126,belize shipping line service limited,SDN_25830,SDN_25830,1.0,True,True,is_match,23.530006408691406,3
127,BELIZE SHIPPING LINE SERVICE LIMITED,SDN_25830,SDN_25830,1.0,True,True,is_match,23.746013641357422,3
128,BELIZE SHIPPINGLINE SERVICE LIMITED,SDN_25830,SDN_25830,0.8928772807121277,True,True,review,23.766040802001953,3
129,TEST ENTITY 176,,SDN_11222,0.5079460144042969,,,no_match,21.728038787841797,3
130,AL KHAMAEL MARITIME SERVICES,SDN_28688,SDN_28688,1.0,True,True,is_match,23.69213104248047,3
131,al khamael maritime services,SDN_28688,SDN_28688,1.0,True,True,is_match,23.378849029541016,3
132,AL KHAMAEL MARITIME SERVICES,SDN_28688,SDN_28688,1.0,True,True,is_match,23.473024368286133,3
133,AL KHAMAEL MARtTIME SERVICES,SDN_28688,SDN_28688,0.964285671710968,True,True,is_match,23.642301559448242,3
134,SAMPLE USER 859,,SDN_17043,0.4838787913322449,,,no_match,21.95000648498535,3
135,FUNDACION VENEDIG,SDN_27245,SDN_27245,1.0,True,True,is_match,20.5690860748291,3
136,fundacion venedig,SDN_27245,SDN_27245,1.0,True,True,is_match,20.360231399536133,3
137,FUNDACION VENEDIG,SDN_27245,SDN_27245,1.0,True,True,is_match,20.409822463989258,3
138,FUNDACIiN VENEDIG,SDN_27245,SDN_27245,0.9411764740943909,True,True,is_match,19.65188980102539,3
139,TEST USER 800,,SDN_11309,0.47863247990608215,,,no_match,22.175312042236328,3
140,SAFIR CAR TRADING COMPANY IN TURKEY,SDN_44625_alt_68991,SDN_44625_alt_68991,1.0,True,True,is_match,22.936105728149414,3
141,safir car trading company in turkey,SDN_44625_alt_68991,SDN_44625_alt_68991,1.0,True,True,is_match,22.582054138183594,3
142,SAFIR CAR TRADING COMPANY IN TURKEY,SDN_44625_alt_68991,SDN_44625_alt_68991,1.0,True,True,is_match,22.349119186401367,3
143,SAFIR CAR lRADING COMPANY IN TURKEY,SDN_44625_alt_68991,SDN_44625_alt_68991,0.9114286303520203,True,True,is_match,22.617101669311523,3
144,NONMATCH ENTITY 221,,SDN_6710,0.45503687858581543,,,no_match,22.15576171875,3
145,"GHOREISHI, Seyyed Hojatollah",SDN_39096_alt_62810,SDN_39096_alt_62810,1.0,True,True,is_match,23.022174835205078,3
146,ghoreishi seyyed hojatollah,SDN_39096_alt_62810,SDN_39096_alt_62810,1.0,True,True,is_match,23.394107818603516,3
147,"GHOREISHI, SEYYED HOJATOLLAH",SDN_39096_alt_62810,SDN_39096_alt_62810,1.0,True,True,is_match,23.621082305908203,3
148,"GHOREISHI, Seyded Hojatollah",SDN_39096_alt_62810,SDN_39096,0.9772132635116577,False,True,is_match,22.88985252380371,3
149,TEST PERSON 431,,SDN_11309,0.4989473819732666,,,no_match,22.118091583251953,3
150,"MELARBE, Oscar",SDN_6865_alt_4681,SDN_6865_alt_4681,1.0,True,True,is_match,21.422863006591797,3
151,melarbe oscar,SDN_6865_alt_4681,SDN_6865_alt_4681,1.0,True,True,is_match,21.575927734375,3
152,"MELARBE, OSCAR",SDN_6865_alt_4681,SDN_6865_alt_4681,1.0,True,True,is_match,21.19302749633789,3
153,"MEARBE, Oscar",SDN_6865_alt_4681,SDN_6865_alt_4681,0.9513332843780518,True,True,is_match,21.093130111694336,3
154,EVAL PERSON 175,,SDN_15711,0.489230751991272,,,no_match,21.812915802001953,3
155,JOINT STOCK COMPANY 140 REPAIR PLANT,SDN_33071,SDN_33071,1.0,True,True,is_match,36.81588172912598,3
156,joint stock company 140 repair plant,SDN_33071,SDN_33071,1.0,True,True,is_match,35.90893745422363,3
157,JOINT STOCK COMPANY 140 REPAIR PLANT,SDN_33071,SDN_33071,1.0,True,True,is_match,35.98213195800781,3
158,JOINT STOCK COMPANY 140 REPAIR PLAT,SDN_33071,SDN_33071,0.9858338236808777,True,True,is_match,36.68975830078125,3
159,TEST ENTITY 386,,SDN_11222,0.5079460144042969,,,no_match,22.15290069580078,3
160,OCS-CENTER LTD,SDN_51290_alt_80396,SDN_51290_alt_80396,1.0,True,True,is_match,20.108699798583984,3
161,ocs-center ltd,SDN_51290_alt_80396,SDN_51290_alt_80396,1.0,True,True,is_match,20.448923110961914,3
162,OCS-CENTER LTD,SDN_51290_alt_80396,SDN_51290_alt_80396,1.0,True,True,is_match,19.815921783447266,3
163,OCS-CENTEj LTD,SDN_51290_alt_80396,SDN_51290_alt_80396,0.9285714030265808,True,True,is_match,19.917011260986328,3
164,TEST PERSON 980,,SDN_11309,0.4989473819732666,,,no_match,22.301912307739258,3
165,"RIM, Yong Hyok",SDN_44294,SDN_44294,1.0,True,True,is_match,22.92609214782715,3
166,rim yong hyok,SDN_44294,SDN_44294,1.0,True,True,is_match,22.71413803100586,3
167,"RIM, YONG HYOK",SDN_44294,SDN_44294,1.0,True,True,is_match,22.90511131286621,3
168,"RM, Yong Hyok",SDN_44294,SDN_44294,0.9593043327331543,True,True,is_match,22.377967834472656,3
169,SAMPLE ENTITY 561,,SDN_12469,0.49454542994499207,,,no_match,22.338151931762695,3
170,"AHMAD, Dida",SDN_42159_alt_65533,SDN_42159_alt_65533,1.0,True,True,is_match,22.74608612060547,3
171,ahmad dida,SDN_42159_alt_65533,SDN_42159_alt_65533,1.0,True,True,is_match,22.22919464111328,3
172,"AHMAD, DIDA",SDN_42159_alt_65533,SDN_42159_alt_65533,1.0,True,True,is_match,22.494077682495117,3
173,"HMAD, Dida",SDN_42159_alt_65533,SDN_29925,0.6600000262260437,False,False,no_match,92.09704399108887,3
174,SAMPLE ENTITY 479,,SDN_12469,0.49454542994499207,,,no_match,21.794795989990234,3
175,OOO AGRO-REGION,SDN_36658,SDN_36658,1.0,True,True,is_match,41.57614707946777,3
176,ooo agro-region,SDN_36658,SDN_36658,1.0,True,True,is_match,40.81010818481445,3
177,OOO AGRO-REGION,SDN_36658,SDN_36658,1.0,True,True,is_match,41.50032997131348,3
178,OOOAGRO-REGION,SDN_36658,SDN_50269_alt_78511,0.5474358797073364,False,False,no_match,20.5380916595459,3
179,NONMATCH PERSON 918,,SDN_13361,0.49835196137428284,,,no_match,22.233963012695312,3
180,"BYABASHAIJA, Johnson Omuhunde Rwashote",SDN_46859_alt_72398,SDN_46859_alt_72398,1.0,True,True,is_match,23.480892181396484,3
181,byabashaija johnson omuhunde rwashote,SDN_46859_alt_72398,SDN_46859_alt_72398,1.0,True,True,is_match,22.746801376342773,3
182,"BYABASHAIJA, JOHNSON OMUHUNDE RWASHOTE",SDN_46859_alt_72398,SDN_46859_alt_72398,1.0,True,True,is_match,23.466110229492188,3
183,"BYABASHAIJA,dJohnson Omuhunde Rwashote",SDN_46859_alt_72398,SDN_46859_alt_72398,0.9839279055595398,True,True,is_match,23.045063018798828,3
184,EVAL USER 934,,SDN_15076,0.4930908977985382,,,no_match,22.006988525390625,3
185,"SHMALACH, Zahir Younes",SDN_47000_alt_72617,SDN_47000_alt_72617,1.0,True,True,is_match,22.240161895751953,3
186,shmalach zahir younes,SDN_47000_alt_72617,SDN_47000_alt_72617,1.0,True,True,is_match,22.03989028930664,3
187,"SHMALACH, ZAHIR YOUNES",SDN_47000_alt_72617,SDN_47000_alt_72617,1.0,True,True,is_match,22.73392677307129,3
188,"SHMALACH,Zahir Younes",SDN_47000_alt_72617,SDN_47000_alt_72617,1.0,True,True,is_match,22.571086883544922,3
189,SAMPLE PERSON 248,,SDN_16136,0.48275864124298096,,,no_match,22.114992141723633,3
190,LONG MARCH LAUNCH VEHICLE TECHNOLOGY COMPANY LIMITED,Consolidated_32085_alt_50368,Consolidated_32085_alt_50368,1.0,True,True,is_match,23.884057998657227,3
191,long march launch vehicle technology company limited,Consolidated_32085_alt_50368,Consolidated_32085_alt_50368,1.0,True,True,is_match,24.16706085205078,3
192,LONG MARCH LAUNCH VEHICLE TECHNOLOGY COMPANY LIMITED,Consolidated_32085_alt_50368,Consolidated_32085_alt_50368,1.0,True,True,is_match,23.916006088256836,3
193,LONG MARCH LAUNCH VEHICLE TECHNOLOGY ChMPANY LIMITED,Consolidated_32085_alt_50368,Consolidated_32085_alt_50368,0.9807692170143127,True,True,is_match,23.77772331237793,3
194,SAMPLE ENTITY 378,,SDN_12469,0.49454542994499207,,,no_match,22.178173065185547,3
195,"GORKOV, Sergey Nikolayevich",SDN_37506_alt_58771,SDN_37506_alt_58771,1.0,True,True,is_match,22.845983505249023,3
196,gorkov sergey nikolayevich,SDN_37506_alt_58771,SDN_37506_alt_58771,1.0,True,True,is_match,23.070096969604492,3
197,"GORKOV, SERGEY NIKOLAYEVICH",SDN_37506_alt_58771,SDN_37506_alt_58771,1.0,True,True,is_match,23.54598045349121,3
198,"GORKOV, Sermey Nikolayevich",SDN_37506_alt_58771,SDN_37506_alt_58771,0.961538553237915,True,True,is_match,22.960186004638672,3
199,SAMPLE PERSON 618,,SDN_16136,0.48275864124298096,,,no_match,22.040128707885742,3
200,ELIT LIMASSOL-CYPRUS,SDN_50519_alt_78974,SDN_50519_alt_78974,1.0,True,True,is_match,22.548198699951172,3
201,elit limassol-cyprus,SDN_50519_alt_78974,SDN_50519_alt_78974,1.0,True,True,is_match,22.81975746154785,3
202,ELIT LIMASSOL-CYPRUS,SDN_50519_alt_78974,SDN_50519_alt_78974,1.0,True,True,is_match,22.545337677001953,3
203,ELIT LIMASSOL-CYPUS,SDN_50519_alt_78974,SDN_50519_alt_78974,0.9689608812332153,True,True,is_match,22.52984046936035,3
204,SAMPLE PERSON 248,,SDN_16136,0.48275864124298096,,,no_match,22.253990173339844,3
205,JOINT-STOCK COMANY KHABAROVSKIY SHIPYARD,SDN_36069_alt_56891,SDN_36069_alt_56891,1.0,True,True,is_match,36.98992729187012,3
206,joint-stock comany khabarovskiy shipyard,SDN_36069_alt_56891,SDN_36069_alt_56891,1.0,True,True,is_match,35.817861557006836,3
207,JOINT-STOCK COMANY KHABAROVSKIY SHIPYARD,SDN_36069_alt_56891,SDN_36069_alt_56891,1.0,True,True,is_match,37.13107109069824,3
208,JOINT-STOCKCOMANY KHABAROVSKIY SHIPYARD,SDN_36069_alt_56891,SDN_36069_alt_56891,0.8632262349128723,True,True,review,73.19092750549316,3
209,SAMPLE USER 608,,SDN_17043,0.4838787913322449,,,no_match,22.37105369567871,3
210,"MURAD, Abdul Hakim Al Hashim",SDN_7925_alt_5854,SDN_7925_alt_5854,1.0,True,True,is_match,22.52197265625,3
211,murad abdul hakim al hashim,SDN_7925_alt_5854,SDN_7925_alt_5854,1.0,True,True,is_match,21.8808650970459,3
212,"MURAD, ABDUL HAKIM AL HASHIM",SDN_7925_alt_5854,SDN_7925_alt_5854,1.0,True,True,is_match,21.619796752929688,3
213,"MURAb, Abdul Hakim Al Hashim",SDN_7925_alt_5854,SDN_7925_alt_5854,0.9629629254341125,True,True,is_match,21.9728946685791,3
214,NONMATCH USER 849,,SDN_6865,0.4615384638309479,,,no_match,22.521257400512695,3
215,"KUAJIEN DUER MAYOK, Michael",SDN_28033_alt_44374,SDN_28033_alt_44374,1.0,True,True,is_match,23.016929626464844,3
216,kuajien duer mayok michael,SDN_28033_alt_44374,SDN_28033_alt_44374,1.0,True,True,is_match,23.070096969604492,3
